Id,Date,Site,County,State,Species,Sex,Age,Reproduction,Forearm,Weight,Data Project
2601276,00:00.0,"Aitkin Cave (Mifflin), Mifflin, United States","Mifflin, US.PA",Pennsylvania,Myotis septentrionalis,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2601277,00:00.0,"Aitkin Cave (Mifflin), Mifflin, United States","Mifflin, US.PA",Pennsylvania,Myotis septentrionalis,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2601278,00:00.0,"Aitkin Cave (Mifflin), Mifflin, United States","Mifflin, US.PA",Pennsylvania,Myotis septentrionalis,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2601279,00:00.0,"Aitkin Cave (Mifflin), Mifflin, United States","Mifflin, US.PA",Pennsylvania,Myotis septentrionalis,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2601280,00:00.0,"Aitkin Cave (Mifflin), Mifflin, United States","Mifflin, US.PA",Pennsylvania,Myotis septentrionalis,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2601281,00:00.0,"Aitkin Cave (Mifflin), Mifflin, United States","Mifflin, US.PA",Pennsylvania,Myotis septentrionalis,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2601282,00:00.0,"Aitkin Cave (Mifflin), Mifflin, United States","Mifflin, US.PA",Pennsylvania,Myotis septentrionalis,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2601283,00:00.0,"Aitkin Cave (Mifflin), Mifflin, United States","Mifflin, US.PA",Pennsylvania,Myotis septentrionalis,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2601284,00:00.0,"Aitkin Cave (Mifflin), Mifflin, United States","Mifflin, US.PA",Pennsylvania,Myotis septentrionalis,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2601285,00:00.0,"Aitkin Cave (Mifflin), Mifflin, United States","Mifflin, US.PA",Pennsylvania,Myotis septentrionalis,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2601286,00:00.0,"Aitkin Cave (Mifflin), Mifflin, United States","Mifflin, US.PA",Pennsylvania,Myotis septentrionalis,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2601287,00:00.0,"Aitkin Cave (Mifflin), Mifflin, United States","Mifflin, US.PA",Pennsylvania,Myotis septentrionalis,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
