Id,Date,Site,County,State,Species,Sex,Age,Reproduction,Forearm,Weight,Data Project
2397029,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397030,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Female,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397031,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397032,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397033,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Female,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397037,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397038,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397039,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Female,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397041,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397042,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397043,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397044,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397046,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397047,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397048,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397049,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Female,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397050,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397052,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397053,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397054,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397055,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397056,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397057,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Female,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397059,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397060,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397061,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397062,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397063,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397064,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Female,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397065,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397066,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397067,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397068,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397069,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397070,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397071,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397072,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397073,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397074,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397075,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397076,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397077,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397078,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397079,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397080,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397081,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397083,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397084,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397085,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397086,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397087,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397088,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397089,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Female,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397090,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397091,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397092,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397093,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397094,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397095,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397097,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397098,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397099,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397100,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397101,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397102,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Female,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397103,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397104,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397105,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397106,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397107,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397109,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397110,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397113,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397114,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397115,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397116,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397117,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397118,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397119,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397120,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397121,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397122,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397123,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397125,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397127,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397128,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397129,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397130,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397131,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397132,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397133,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397134,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397135,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397136,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397137,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Female,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397138,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397140,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Female,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397142,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397143,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397144,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397145,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Female,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397146,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Female,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397148,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397149,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Female,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397150,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397151,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397152,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397154,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Female,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397156,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397157,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2397159,00:00.0,"Hurley (Iron), Iron, United States","Iron, US.WI",Wisconsin,Myotis lucifugus,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
